"last_name, first_name","player_id","year","p_formatted_ip","pa","hit","home_run","strikeout","walk","k_percent","bb_percent","on_base_percent","babip","p_era","p_hit_by_pitch","poorlyweak_percent","hard_hit_percent","whiff_percent","groundballs_percent","flyballs_percent","linedrives_percent","popups_percent","n","n_fastball_formatted","n_breaking_formatted","n_offspeed_formatted"
"Soto, Gregory",642397,2024,"53.0",244,56,4,65,27,26.6,11.1,".374",".374","4.42","8",6.3,43.8,31,51.4,19.4,24.3,4.9,"960","58.5","41.5",
"Pepiot, Ryan",686752,2024,"130.0",539,102,17,142,48,26.3,8.9,".292",".262","3.60","7",3.2,37.2,29.9,35.2,29,23.8,12,"2149","56.4","20.1","23.5"
"Jarvis, Bryce",686826,2024,"59.1",258,52,6,38,33,14.7,12.8,".349",".261","3.19","5",1.6,40.1,21.8,42.9,29.7,24.7,2.7,"1006","62","24.4","13.6"
"Berríos, José",621244,2024,"192.1",786,168,31,153,54,19.5,6.9,".300",".258","3.60","13",2.5,41.8,21.1,43.2,26,24.1,6.7,"2914","55.5","28.6","16"
"Baz, Shane",669358,2024,"79.1",319,57,9,69,27,21.6,8.5,".276",".229","3.06","4",1.8,42,24.6,39.3,32,19.6,9.1,"1206","47.9","41.8","10.3"
"Maton III, Phil",664208,2024,"64.0",265,47,7,60,24,22.6,9.1,".303",".244","3.66","9",7,33.1,26.7,47.1,21.5,22.7,8.7,"1078","44.8","55.2",
"Francis, Bowden",670102,2024,"103.2",408,74,17,92,22,22.5,5.4,".253",".212","3.30","7",3.5,36.2,21.2,34.5,33.1,22,10.5,"1558","54.2","27.3","18.4"
"Muñoz, Andrés",662253,2024,"59.1",232,31,6,77,26,33.2,11.2,".259",".208","2.12","3",4.8,33.3,39.8,54,23,19.8,3.2,"951","52.9","47.1",
"Allen, Logan",663531,2024,"28.0",128,32,3,21,10,16.4,7.8,".344",".315","5.46","2",4.2,40,19.7,42.1,18.9,31.6,7.4,"470","57.2","22.1","20.6"
"King, Michael",650633,2024,"173.2",726,144,17,201,63,27.7,8.7,".296",".291","2.95","7",5.7,30.3,29.3,41.5,23.7,25.9,8.8,"2895","52","23.4","24.6"
"Gomber, Austin",596295,2024,"165.0",696,178,30,116,38,16.7,5.5,".312",".290","4.75","1",2.4,41.2,19.9,38.4,28.7,26.8,6.1,"2621","40.4","39.1","20.5"
"Webb, Logan",657277,2024,"204.2",841,202,11,172,50,20.5,5.9,".302",".316","3.47","2",5.5,46.2,20.8,57.2,17.3,23.2,2.3,"3200","47.8","21.3","30.9"
"Smith, Burch",572143,2024,"56.1",241,64,6,46,12,19.1,5,".328",".337","4.95","2",5,44.8,20.7,44.8,27.6,22.7,5,"896","71.7","27.6","0.8"
"Heaney, Andrew",571760,2024,"160.0",693,159,23,159,41,22.9,5.9,".307",".299","4.28","12",3.7,40.1,26.3,34.3,30.6,27.9,7.3,"2731","51.6","31.5","16.9"
"Skenes, Paul",694973,2024,"133.0",514,94,10,170,32,33.1,6.2,".257",".284","1.96","6",4.2,36.3,28.7,52.3,20.3,20.3,7.2,"2125","67.6","27","5.4"
"Gausman, Kevin",592332,2024,"181.0",756,165,20,162,56,21.4,7.4,".296",".282","3.83","2",2.1,42.4,23.4,39.3,30.1,23.6,7.1,"2868","58.2","8.4","33.4"
"Hudson, Bryan",663542,2024,"62.1",231,28,7,62,17,26.8,7.4,".209",".149","1.73","3",4.7,36.5,21.5,39.9,24.3,26.4,9.5,"927","76.7","23.3",
"Harrison, Kyle",690986,2024,"124.1",532,125,18,118,42,22.2,7.9,".328",".309","4.56","7",3.6,44.1,23.6,40.8,29.9,22.7,6.6,"2078","57.7","22.6","19.7"
"Woo, Bryan",693433,2024,"121.1",472,96,14,101,13,21.4,2.8,".237",".240","2.89","3",4.2,35.2,23.6,42,28.7,22.5,6.8,"1716","72","18.6","9.4"
"Sears, JP",676664,2024,"180.2",758,172,28,137,49,18.1,6.5,".311",".273","4.38","14",4.7,40.2,21.8,37.9,32,19.2,11,"2856","46.9","33.9","19.2"
"Roycroft, Chris",688297,2024,"34.1",155,31,2,33,17,21.3,11,".338",".296","4.19","4",7.9,33.7,22.1,55.4,17.8,20.8,5.9,"596","79","21",
"Abreu, Bryan",650556,2024,"78.1",325,59,9,103,32,31.7,9.8,".299",".287","3.10","6",0.5,38,34,39.7,29.9,25.5,4.9,"1300","46.4","53.1","0.5"
"Romero, JoJo",668941,2024,"59.0",243,52,8,51,16,21,6.6,".302",".272","3.36","5",5.8,39.8,25.4,49.7,24,24,2.3,"919","49","33.9","17.1"
"Keller, Mitch",656605,2024,"178.0",773,182,23,166,50,21.5,6.5,".321",".308","4.25","15",4.3,39.3,21.5,39.8,26.3,28.3,5.6,"2849","64.6","34.6","0.7"
"Bubic, Kris",663460,2024,"30.1",121,26,2,39,5,32.2,4.1,".261",".329","2.67","0",13,28.6,30.5,59.7,14.3,20.8,5.2,"467","47.1","36.4","16.5"
"Staumont, Josh",622251,2024,"24.1",102,17,0,18,14,17.6,13.7,".314",".246","3.70","1",8.7,34.8,25.9,46.4,17.4,24.6,11.6,"420","37.1","62.9",
"Eovaldi, Nathan",543135,2024,"170.2",696,147,23,166,42,23.9,6,".282",".271","3.80","7",3.3,42.6,26.8,48.9,24.5,22.7,4,"2622","52.6","16.6","30.8"
"Peguero, Elvis",665625,2024,"51.1",227,52,4,47,27,20.7,11.9,".357",".327","2.98","2",2,40.4,27.7,56.3,16.6,23.8,3.3,"829","49.3","50.7",
"Woods Richardson, Simeon",680573,2024,"133.2",569,125,16,117,48,20.6,8.4,".310",".285","4.17","3",2.7,36.2,22.3,36.2,30.9,24.2,8.7,"2295","40.3","40.5","19.3"
"White, Mitch",669952,2024,"23.2",110,26,4,13,13,11.8,11.8,".370",".286","7.23","1",7.2,42.2,16,43.4,30.1,24.1,2.4,"413","52.5","47.5",
"Nardi, Andrew",677053,2024,"49.2",210,44,7,70,18,33.3,8.6,".301",".327","5.07","1",1.7,34.7,31.1,32.2,38.8,20.7,8.3,"906","60.8","38.4","0.8"
"Pérez, Cionel",672335,2024,"53.2",238,47,0,46,28,19.3,11.8,".338",".297","4.53","5",5.7,34,23.7,55.3,19.5,20.1,5,"864","62.5","37.5",
"Garabito, Gerson",642520,2024,"26.1",115,23,4,22,12,19.1,10.4,".342",".264","4.78","4",3.9,35.1,20.8,35.1,31.2,27.3,6.5,"492","49.6","38.8","11.6"
"Germán, Domingo",593334,2024,"20.2",100,25,4,18,13,18,13,".404",".339","7.84","2",1.5,36.4,20.3,34.8,27.3,22.7,15.2,"373","44.2","33.2","22.5"
"Avila, Pedro",658648,2024,"82.2",353,73,8,82,36,23.2,10.2,".321",".293","3.81","4",3.9,41.6,25,45.5,19.9,30.7,3.9,"1419","51.4","26.6","22"
"Garrett, Braxton",666129,2024,"37.0",161,40,5,34,4,21.1,2.5,".304",".310","5.35","5",1.7,48.3,21.8,51.7,21.2,21.2,5.9,"588","56.6","31","12.4"
"Crawford, Kutter",676710,2024,"183.2",759,155,34,175,51,23.1,6.7,".284",".247","4.36","9",4.4,36.3,25.3,33.8,32.3,22.1,11.8,"2823","65.8","25.6","8.6"
"Fernandez, Ryan",681676,2024,"66.2",285,58,4,71,32,24.9,11.2,".325",".310","3.51","2",4.4,33.9,31.5,43.9,23.3,27.8,5,"1190","51.8","48.2",
"Cabrera, Edward",665795,2024,"96.1",417,82,15,107,49,25.7,11.8,".326",".278","4.95","5",3.5,45.7,28,47.7,21.9,24.6,5.9,"1734","36.4","30.2","33.4"
"Rodríguez, Yerry",666720,2024,"21.2",105,26,7,17,13,16.2,12.4,".390",".288","8.72","2",5.5,49.3,22.1,35.6,35.6,24.7,4.1,"438","58","30.8","11.2"
"Jones, Jared",683003,2024,"121.2",504,106,18,132,39,26.2,7.7,".298",".284","4.14","5",3.4,44.5,30.2,39,28.7,24.4,7.9,"1912","49.3","44.2","6.5"
"Schmidt, Clarke",657376,2024,"85.1",353,71,8,93,30,26.3,8.5,".312",".296","2.85","9",2.3,38,29.4,40.7,27.6,23.1,8.6,"1454","56","43.4","0.6"
"Kerr, Ray",678061,2024,"22.1",103,29,4,27,7,26.2,6.8,".379",".403","5.64","3",7.6,45.5,35.5,34.8,33.3,28.8,3,"383","48.6","47","4.4"
"Severino, Luis",622663,2024,"182.0",761,166,23,161,60,21.2,7.9,".313",".285","3.91","11",6.8,35.6,22,46.3,25.2,20.3,8.2,"2889","68.3","24.2","7.5"
"Ureña, José",570632,2024,"109.0",463,105,13,70,39,15.1,8.4,".321",".275","3.80","4",4.9,39.7,23.1,50.6,24,20.6,4.9,"1759","47.2","34.2","18.6"
"Kinley, Tyler",641755,2024,"64.0",285,61,11,72,33,25.3,11.6,".338",".301","6.19","2",3.4,33.1,33.1,38.2,28.1,25.8,7.9,"1185","33.8","62.9","3.3"
"Barlow, Scott",605130,2024,"55.0",241,44,6,68,31,28.2,12.9,".328",".288","4.25","4",5.8,32.6,33.6,47.8,21,23.9,7.2,"1022","33.9","66.1",
"Suarez, José",660761,2024,"52.1",240,57,7,56,27,23.3,11.3,".367",".342","6.02","4",4.6,47.7,27.5,39.9,22.2,30.1,7.8,"987","49.8","25.4","24.7"
"Adam, Jason",592094,2024,"73.2",282,40,5,81,23,28.7,8.2,".245",".210","1.95","6",5.8,37.8,38.4,43,27.3,19.8,9.9,"1109","38.9","35.3","25.8"
"Crouse, Hans",668968,2024,"25.1",107,14,2,34,17,31.8,15.9,".311",".235","2.84","2",9.3,29.6,35.4,25.9,42.6,20.4,11.1,"437","49.9","38.9","11.2"
"Ferguson, Caleb",657571,2024,"54.1",249,56,6,67,25,26.9,10,".341",".340","4.64","4",3.3,37.3,26.6,46.4,20.9,28.1,4.6,"940","79.6","20.4",
"Rogers, Trevor",669432,2024,"124.1",562,140,14,97,56,17.3,10,".357",".323","4.92","4",4.4,44.4,20.9,46.7,24.7,23,5.7,"2243","55.6","20.6","23.8"
"López, Reynaldo",625643,2024,"135.2",543,108,10,148,42,27.3,7.7,".280",".288","1.99","2",2.6,42.2,27.5,39.6,25.4,28.8,6.3,"2109","55.2","41","3.8"
"Kirby, George",669923,2024,"191.0",778,181,22,179,23,23,3,".272",".292","3.53","7",3.3,36.3,24.1,42.8,26.6,21.3,9.3,"2967","57.8","32","10.2"
"Milner, Hoby",571948,2024,"64.2",268,63,6,64,14,23.9,5.2,".299",".320","4.73","2",7.4,36.2,19.3,53.7,20.2,20.7,5.3,"1043","53.4","32.9","13.7"
"Holmes, Clay",605280,2024,"63.0",271,60,4,68,22,25.1,8.1,".315",".324","3.14","3",4.5,36.5,30.2,64.6,15.2,18,2.2,"1085","56.5","43.5",
"Montero, Keider",672456,2024,"98.1",412,100,19,77,31,18.7,7.5,".325",".287","4.76","3",2,37.9,21.5,40.5,25.9,25.2,8.3,"1539","49.3","40","10.7"
"Harvey, Hunter",640451,2024,"50.2",219,51,5,55,16,25.1,7.3,".330",".336","4.44","5",6.3,48.3,27.1,45.5,17.5,32.2,4.9,"906","62.9","13.9","23.2"
"Peralta, Wandy",593974,2024,"38.1",162,33,6,22,13,13.6,8,".315",".233","3.99","5",6.6,43.4,19.1,53.3,18.9,22.1,5.7,"613","48.1","10.1","41.8"
"Walker, Ryan",676254,2024,"80.0",308,50,5,99,18,32.1,5.8,".251",".256","1.91","9",8.2,30.2,28.6,46.2,23.1,24.2,6.6,"1220","55.2","44.8",
"Weathers, Ryan",677960,2024,"86.2",367,78,11,80,24,21.8,6.5,".303",".277","3.63","9",3.9,38.2,26.1,47.6,22.8,22.8,6.7,"1413","51.7","22.2","26"
"Martin, Chris",455119,2024,"44.1",180,47,5,50,3,27.8,1.7,".298",".359","3.45","3",4.1,35,23.9,46.3,21.1,28.5,4.1,"657","86","0.9","13.1"
"Poche, Colin",621363,2024,"37.1",153,30,7,33,13,21.6,8.5,".281",".230","3.86","0",1.9,42.1,23.4,34.6,35.5,19.6,10.3,"543","68.1","31.9",
"Mikolas, Miles",571945,2024,"171.2",720,194,26,122,25,16.9,3.5,".312",".311","5.35","5",4.2,42.3,16.4,42,25.2,25,7.8,"2703","51","40.5","8.5"
"Povich, Cade",700249,2024,"79.2",352,80,12,69,34,19.6,9.7,".332",".291","5.20","3",4.9,36.6,22.3,35.4,32.5,22.8,9.3,"1389","56.6","32.5","10.9"
"Knack, Landon",689017,2024,"69.0",286,58,14,69,18,24.1,6.3,".276",".242","3.65","3",3.1,43.9,23.1,31.1,36.7,23,9.2,"1149","46.3","39.2","14.5"
"Bello, Brayan",678394,2024,"162.1",702,157,19,153,64,21.8,9.1,".330",".303","4.49","11",3.8,41.1,25.9,51.3,19.6,24.3,4.9,"2710","45","28","26.9"
"Vodnik, Victor",680767,2024,"73.2",320,72,7,65,37,20.3,11.6,".345",".311","4.28","1",3.2,49.3,21.8,53.9,20.3,23.5,2.3,"1341","63.3","20.1","16.6"
"Parker, Mitchell",680730,2024,"151.0",646,154,18,133,43,20.6,6.7,".309",".303","4.29","2",4.3,38.9,22.3,38.7,28.2,26.9,6.2,"2404","48.6","32.4","19.1"
"Williams, Trevor",592866,2024,"66.2",260,51,3,59,18,22.7,6.9,".265",".267","2.03","0",2.2,39.3,22.5,44.8,27.9,21.9,5.5,"1064","48.5","34.7","16.8"
"Rodriguez, Eduardo",593958,2024,"50.0",224,56,8,47,19,21,8.5,".341",".324","5.04","1",5.7,42,22.4,38.2,28.7,27.4,5.7,"866","70.9","6.6","22.5"
"Aguiar, Julian",687924,2024,"31.2",140,30,8,19,12,13.6,8.6,".336",".229","6.25","5",5.8,35.6,18.6,37.5,31.7,19.2,11.5,"530","54","27.2","18.9"
"Taillon, Jameson",592791,2024,"165.1",675,154,21,125,33,18.5,4.9,".280",".271","3.27","1",4.1,38.8,19.5,40.4,30.7,22.9,6,"2483","65.6","30.2","4.3"
"Allard, Kolby",663465,2024,"27.0",117,34,5,23,8,19.7,6.8,".359",".358","5.00","0",3.5,40.7,21.6,46.5,31.4,14,8.1,"436","63.5","12.2","24.3"
"McGough, Scott",543518,2024,"32.2",150,34,6,25,21,16.7,14,".373",".289","7.44","1",1,41.7,25.5,41.7,28.2,25.2,4.9,"577","54.1","13.9","32.1"
"McArthur, James",663704,2024,"56.2",246,68,8,49,13,19.9,5.3,".343",".349","4.92","3",3.3,40.3,28.3,53.6,18.8,23.2,4.4,"903","44.7","55.3",
"Mlodzinski, Carmen",669387,2024,"50.2",209,41,3,46,19,22,9.1,".297",".273","3.38","2",1.4,35.2,26.1,46.5,29.6,18.3,5.6,"866","59.8","39.8","0.3"
"Hudson, Dakota",641712,2024,"89.0",404,99,11,49,50,12.1,12.4,".382",".306","6.17","5",5.3,42,18.6,52.3,23.3,21.7,2.7,"1510","48.6","41.3","10.1"
"Hader, Josh",623352,2024,"71.0",278,43,12,105,25,37.8,9,".248",".230","3.80","1",4.8,38.8,40.5,29.9,38.1,21.1,10.9,"1166","71.5","27.4","1"
"Pagán, Emilio",641941,2024,"38.0",158,40,6,44,11,27.8,7,".323",".351","4.50","0",2.9,50.5,29.6,32,32,25.2,10.7,"593","85",,"15"
